SequenceName	ClusterNumber
G001800095	124
G001799975	124
G001799555	124
G001800635	124
G001800565	124
G000014865	-1
G001871925	125
G000379345	125
G000153765	125
G001873795	125
G000744415	125
G000379225	125
G000372125	125
G001781965	-1
G001627795	126
G001627865	126
G001627845	126
G001627735	126
G001627815	126
G001627835	126
G001627755	126
G001627765	126
G001627955	126
G001627975	126
G000213355	126
G000213335	126
G000484715	126
G001627895	126
G001627915	126
G001469005	126
G001627675	126
G001627685	126
G000224765	126
G000996275	127
G001000065	127
G000996695	127
G000513475	127
G001468865	128
G001468845	128
G000385635	128
G001468885	128
G000989195	128
G000989525	128
G000991575	128
G000991385	128
G000991965	128
G001771315	128
G001772305	128
G000389635	129
G000807255	129
G000246895	129
G000686725	129
G001270375	129
G000008765	129
G000219255	129
G000175395	129
G000204565	129
G000014125	129
G001263795	129
G000016505	129
G000484505	129
G001642655	129
G900129955	129
G001623875	129
G001038625	129
G000017045	129
G000063585	129
G001243045	129
G000619945	129
G000007625	129
G000765165	129
G000466585	129
G000744935	129
G000145275	129
G000751675	129
G000732635	129
G000300195	129
G000447315	129
G000285575	129
G000612845	129
G000816675	129
G000340885	129
G000833105	129
G000473995	129
G001456065	129
G001458595	129
G000020165	129
G000789395	129
G000498355	129
G000371465	129
G000424025	129
G001405015	129
G000320405	129
G000401215	129
G000469625	129
G000013285	129
G001485185	129
G001403635	129
G900142075	129
G000820705	129
G000753355	129
G000703125	129
G001403615	129
G000424205	129
G000686705	129
G900142225	129
G900115135	129
G000701905	129
G000495435	129
G000225365	129
G000284435	129
G000252785	129
G000252765	129
G000270205	129
G000252725	129
G000252665	129
G000252685	129
G000252745	129
G000252705	129
G000709435	129
G000283555	129
G900129265	129
G000430995	129
G001440545	129
G000297115	129
G000601455	129
G001047375	129
G001317355	129
G001515955	129
G001797185	129
G900142105	129
G001940895	130
G000432975	130
G000434675	130
G000434435	130
G001604065	130
G001512685	130
G000435495	130
G000437915	130
G000431035	130
G001940855	130
G001940845	130
G000435055	130
G001604115	130
G001513425	130
G001678845	130
G000981035	130
G000014725	131
G001570625	131
G001311885	131
G000983115	131
G001512785	131
G001513155	131
G900129805	131
G000092405	131
G000305935	131
G001508215	131
G000946815	131
G001513545	131
G001508855	131
G000013205	132
G000013225	132
G000332275	132
G000759935	133
G000759855	133
G000759865	133
G000635575	133
G000635715	133
G000015645	133
G000634675	133
G000635515	133
G000634435	133
G000635595	133
G000634615	133
G001180325	133
G000634635	133
G000634595	133
G000634855	133
G000635455	133
G000635875	133
G000634355	133
G001627475	133
G000635535	133
G000015965	133
G000158595	133
G000759955	133
G000012645	133
G000015665	133
G000011465	133
G000291785	133
G000291945	133
G000218745	133
G000291825	133
G000012465	133
G000015685	133
G000760235	133
G000757865	133
G000760355	133
G000760155	133
G000760275	133
G000007925	133
G000760255	133
G000760375	133
G000760215	133
G000760175	133
G001632075	133
G001632145	133
G000011485	133
G001632005	133
G001632125	133
G001632025	133
G001631985	133
G000015705	133
G001631965	133
G001632105	133
G001631935	133
G001632165	133
G000153285	133
G000063505	133
G000014585	133
G001040845	133
G000230675	133
G000153825	133
G000153065	133
G000153805	133
G000012505	133
G000737595	133
G000195975	133
G000515235	133
G000737535	133
G000737575	133
G001039265	133
G000155635	133
G000316515	133
G000179235	133
G000179255	133
G000153045	133
G000063525	133
G002006815	133
G001007635	133
G002018045	133
G002018015	133
G002017915	133
G001007625	133
G001007665	133
G900047545	133
G000586015	133
G001950395	-1
G001788295	134
G001788375	134
G001790125	134
G001790165	134
G001790075	134
G001788275	134
G001788325	134
G001788215	135
G000994655	135
G000996505	135
G000997595	135
G000997505	135
G000999595	136
G000995665	136
G001773735	137
G001003675	137
G001773585	137
G001773645	137
G001775645	137
G001003155	137
G001773715	137
G001775635	137
G001003465	137
G001773815	137
G001002525	137
G001002325	137
G000998545	137
G001773795	137
G001003585	137
G001001005	137
G001001375	137
G001775565	137
G001773655	137
G001773775	137
G001773695	137
G001773615	137
G001773725	137
G001775605	137
G001002455	137
G001001455	137
G001002405	137
G001003245	137
G001002035	137
G001001555	137
G001002655	137
G000999805	137
G001816475	138
G001816405	138
G001816375	138
G001816895	138
G001816425	138
G001816455	138
G001816555	138
G000997955	139
G000998275	139
G000997565	139
G000995475	139
G000996665	139
G000994325	139
G001776275	139
G001001055	139
G001001365	139
G001001485	139
G001001635	139
G001001715	139
G000998025	139
G001774685	139
G001774655	139
G001774635	139
G001776255	139
G001774675	139
G001002605	139
G001000625	139
G001000315	139
G001000865	139
G001872005	139
G000998715	139
G001000665	139
G001001125	139
G001000965	139
G001000245	139
G000998105	139
G001000745	139
G001000475	139
G001774535	139
G001774555	139
G001776225	139
G001872225	140
G001872425	140
G000999665	141
G000999325	141
G001775915	141
G001774165	141
G001774215	141
G001775885	141
G000996315	141
G000995795	141
G000999865	141
G000998395	141
G000998315	141
G000998845	141
G000994805	141
G001774195	141
G001775785	141
G001774005	141
G001774055	141
G001774075	141
G001774135	141
G001775935	141
G001778195	-1
G001780215	142
G000997945	142
G001778055	142
G001873515	142
G000995135	142
G000992745	142
G000992375	142
G000992765	142
G000992615	142
G000992665	142
G000992575	142
G001780275	142
G001778165	142
G001778255	142
G000999715	142
G001871165	142
G001871235	142
G001778285	142
G001778085	142
G001780235	142
G000478645	143
G000403035	143
G001773465	144
G001775365	144
G001775405	144
G001773425	144
G001304155	144
G001304315	144
G001302725	144
G001304015	144
G001779875	-1
G001875255	-1
G001577185	145
G001577125	145
G000402415	145
G000494005	145
G001412425	145
G001603745	145
G000146065	145
G000397885	145
G000404745	145
G001577135	145
G001304075	146
G000404445	146
G000406005	147
G000401015	147
G000372285	147
G001796065	148
G001796315	148
G001796185	148
G001796175	148
G001796275	148
G001796095	148
G001796105	148
G001464115	148
G000237205	148
G001796285	148
G001794895	148
G001794865	148
G001796255	148
G001796235	148
G001794935	148
G000813665	148
G001897225	148
G000756735	148
G001897185	148
G000253035	148
G000751535	148
G001499655	148
G000011565	148
G001545115	148
G000829755	148
G001618265	148
G000092785	148
G000750955	148
G001794905	148
G000298415	149
G000298475	149
G000338695	149
G000687395	149
G001401465	149
G000687415	149
G000204255	149
G000191925	149
G001736045	149
G001714565	149
G001714575	149
G000270445	149
G001714585	149
G001736055	149
G000270385	149
G000211155	149
G000270405	149
G000417585	149
G000415685	149
G001563055	149
G000270425	149
G000415565	149
G000204175	149
G000298375	149
G000298515	149
G000298455	149
G000417845	149
G000298435	149
G001401485	149
G000317995	149
G000786005	149
G001401455	149
G000298535	149
G000298555	149
G001401475	149
G000298495	149
G000009945	149
G000007605	149
G000471025	149
G002007725	149
G000583875	149
G000417695	149
G000454725	149
G000091085	149
G001007125	149
G000011165	149
G000007205	149
G001007105	149
G001007065	149
G001007085	149
G000008745	149
G001007025	149
G001007145	149
G001007045	149
G000024145	149
G000516655	149
G000470805	149
G000470825	149
G000508065	149
G000508005	149
G000508025	149
G000204135	149
G001466415	149
G001625515	149
G001469535	149
G000470765	149
G001625535	149
G000700845	149
G000700925	149
G000700865	149
G000830965	149
G000700905	149
G000700885	149
G000174995	149
G000493885	149
G000068585	149
G000008725	149
G001705625	150
G001705645	150
G001756595	150
G000559045	150
G001705755	150
G001705725	150
G001705695	150
G001705805	150
G000709715	150
G001931655	150
G000227215	150
G001559335	150
G001418795	150
G001308895	150
G000021485	150
G000179815	150
G000214095	150
G001857665	150
G000175575	150
G000423825	150
G001399755	150
G000702425	151
G000512735	151
G000025605	151
G000010785	151
G000164905	151
G000008625	151
G000020785	151
G000021545	151
G000619805	151
G000173615	151
G000703085	151
G000021565	151
G000191045	151
G000185805	151
G001968985	151
G000421485	151
G000526195	152
G000194135	152
G000420385	152
G000744435	152
G000517565	152
G000185505	153
G900107125	153
G000152245	153
G000247605	153
G000472665	153
G001263355	153
G900128885	153
G000154825	153
G000612625	154
G000307875	154
G000508325	154
G001591445	154
G000759675	154
G000482325	154
G000747345	154
G000752035	154
G000612665	154
G000426085	154
G001278805	154
G000821085	154
G000242895	154
G001420595	154
G001439625	154
G000294775	154
G000473245	154
G000311725	154
G000934845	154
G000517385	154
G000986785	154
G000724485	154
G001591585	154
G001578185	154
G001054655	154
G000305495	154
G000504145	154
G000430765	154
G000380245	154
G000321185	154
G001243895	154
G001183965	154
G001456935	154
G900094975	154
G001591825	154
G001274775	154
G001516895	154
G000171615	154
G000829435	154
G000829515	154
G000818095	154
G900156125	154
G000970675	154
G000970685	154
G001643245	154
G001591605	154
G000829555	154
G000812025	154
G001050115	154
G900128875	154
G000420205	154
G000832905	154
G000223155	154
G000482605	154
G000374345	154
G000526655	154
G001439965	154
G001420715	154
G000374565	154
G001431195	154
G000751775	154
G000752395	154
G000383875	154
G001591525	154
G000832985	154
G900113355	154
G001429825	154
G000527015	154
G001591565	154
G001274935	154
G000504165	154
G000972245	154
G900115845	154
G001648575	154
G001439915	154
G000285535	154
G001517185	154
G001617995	154
G000746035	154
G001587325	154
G000275785	154
G001975995	154
G001440465	154
G900156245	154
G001461845	154
G001461825	154
G000740715	154
G001687195	154
G000196735	154
G000696615	154
G900110305	154
G000747645	154
G001663575	154
G000740655	154
G000011645	154
G900093775	154
G000986655	154
G000701305	154
G001457015	154
G900094985	154
G900119345	154
G001017485	154
G001653905	154
G001578205	154
G000715205	154
G001278705	154
G000518865	154
G000709935	154
G000744755	154
G001587475	154
G000750005	154
G001610955	154
G001412125	154
G000015745	154
G001618685	154
G001587505	154
G000632715	154
G000313345	154
G000632515	154
G001295365	154
G900111865	154
G001598935	154
G000620165	154
G001187595	154
G000007845	154
G000008165	154
G000008505	154
G001420855	154
G000007825	154
G000832605	154
G000291295	154
G000017425	154
G000746135	154
G000712595	154
G000430785	154
G900112535	154
G001712755	154
G000428165	154
G001586195	154
G001439635	154
G000773015	154
G000612805	154
G001700325	154
G000772945	154
G000772965	154
G000772955	154
G000284835	154
G000733585	154
G000724775	154
G001281525	154
G001708185	154
G000743635	154
G000307285	154
G000505545	154
G000285555	154
G000285595	154
G001617605	154
G001274945	154
G000297555	154
G000286315	154
G000484595	154
G000411295	154
G001278755	154
G900115805	154
G001465835	154
G001687565	154
G900099655	154
G000775575	154
G000586555	154
G000826145	154
G000220335	154
G000425545	154
G000829195	154
G900156305	154
G000826125	154
G000348905	154
G000307855	154
G000331575	154
G000723585	154
G000480335	154
G001189575	154
G000612865	154
G001878675	154
G000821065	154
G000750635	154
G000011245	154
G000285495	154
G001298135	154
G000224785	154
G900112045	154
G000709085	154
G001038485	154
G000482485	154
G000190475	154
G001038425	154
G000306965	154
G000307165	154
G900096905	154
G001310395	154
G001368815	154
G000521485	154
G001458115	154
G000377765	154
G900111195	154
G000359605	154
G000496855	154
G000485775	154
G900156915	154
G000725365	154
G900110015	154
G000723525	154
G900114165	154
G000425705	154
G000469135	154
G000284515	154
G000786645	154
G001685435	154
G900100295	154
G000496835	154
G000770635	154
G000775615	154
G000770675	154
G000425225	154
G000775595	154
G000425205	154
G900103915	154
G900110685	154
G000269905	154
G000423105	154
G900111405	154
G001375675	154
G000513135	154
G000513095	154
G000513115	154
G000005825	154
G001038565	154
G000292245	154
G001590785	154
G000009825	154
G900142675	154
G001598215	154
G001420645	154
G001310595	154
G001484965	154
G000334155	154
G001274915	154
G000621445	154
G900115625	154
G900114715	154
G000429685	154
G900099605	154
G900099745	154
G900113025	154
G900106595	154
G000420725	154
G001310615	154
G000698105	154
G000698145	154
G000698125	154
G000698185	154
G900100185	154
G000377705	154
G000093085	154
G001721685	154
G900111285	154
G000429725	154
G900111295	154
G002019735	154
G900107275	154
G000177235	154
G002019695	154
G000429705	154
G000269865	154
G001273895	154
G000430745	154
G001039475	154
G000497245	154
G000648615	154
G000377985	154
G000430685	154
G002003465	154
G900096925	154
G001456895	154
G000414195	154
G001650325	154
G000019905	154
G001766415	154
G000411915	154
G000702585	154
G001909285	154
G900116035	155
G000686825	155
G000520775	155
G001277855	155
G000520795	155
G000164985	155
G000236805	155
G000245715	155
G001705305	155
G000520755	155
G000520815	155
G000426545	155
G000377505	155
G900107875	155
G900143165	155
G001514495	155
G001908275	155
G900102085	155
G000732325	155
G900116105	155
G001277345	155
G001275645	155
G001632305	155
G000230915	155
G001373415	155
G000576305	155
G000787385	155
G000949425	155
G000756615	155
G000520635	155
G900110315	155
G000758685	155
G001012825	155
G000758725	155
G900102965	155
G000378145	155
G000585395	155
G001421015	155
G000374825	155
G000403375	155
G000746875	155
G900102215	155
G000455265	155
G000381905	155
G001403875	155
G000374845	155
G900102125	155
G000686865	155
G000293805	155
G000283315	155
G000245555	155
G000315235	155
G000422445	155
G000425125	155
G000023585	155
G000513275	155
G000971975	155
G000422465	155
G001280845	155
G000179615	155
G900106745	155
G001188365	155
G000422485	155
G000961095	155
G000422505	155
G000378385	155
G000598065	155
G000227705	155
G000429825	155
G000378425	155
G000515335	155
G000829465	155
G000612225	155
G900100345	155
G000250655	155
G900119055	155
G900101595	155
G000380965	155
G000686845	155
G900114475	155
G001426375	155
G000422905	155
G900103825	155
G000620565	155
G000829455	155
G000511405	155
G000153605	155
G000739915	155
G000455485	155
G001457415	155
G000285515	155
G001806105	155
G000010165	155
G001649505	155
G001184755	155
G000346255	155
G001012775	155
G001748185	155
G000296715	155
G000282075	155
G001039275	155
G001423865	155
G000612125	155
G001187725	155
G001420695	155
G900114075	155
G000503775	155
G000353565	155
G000738785	155
G000612185	155
G000948185	155
G000454065	155
G000311785	155
G001696705	155
G000219535	155
G000733515	155
G001645205	155
G000374385	155
G001282925	155
G001274715	155
G000878905	155
G900100065	155
G000878885	155
G001282905	155
G001294525	155
G000466385	155
G001439585	155
G001015055	155
G000430625	155
G000615945	155
G000218765	155
G001561915	155
G001730235	155
G001606065	155
G000753855	155
G001187615	155
G000763315	155
G000421885	155
G900110165	155
G900114055	155
G900119485	155
G900107305	155
G000942395	155
G000428065	155
G900129355	155
G900156615	155
G000213595	155
G900102685	155
G900106775	155
G900113175	155
G002005165	155
G001375555	155
G001049895	155
G001311905	155
G001884825	155
G000510645	155
G000740865	156
G000740805	156
G000681355	156
G000740855	156
G001509075	156
G000686645	156
G000429345	156
G000376385	156
G000430885	156
G900113335	156
G000233715	156
G000010565	156
G000024205	156
G000315365	156
G000016165	156
G000215085	156
G000214435	156
G000711975	156
G001899445	156
G000018425	156
G000024605	156
G001263415	156
G000427565	156
G000012865	156
G000013105	156
G001594015	156
G001508005	157
G001513335	157
G000620305	157
G001515945	157
G001512665	157
G000746025	157
G000802045	157
G000231385	157
G000235605	157
G000244895	157
G000961805	157
G000960765	157
G001516045	157
G000224515	157
G001029285	157
G000255115	157
G000021925	157
G001468785	157
G000379505	157
G000243155	157
G000243135	157
G000231405	157
G001029295	157
G001515265	157
G000512895	157
G001516055	157
G000190635	157
G000019165	157
G000024265	158
G000210055	158
G000270285	158
G000236865	158
G000422625	158
G000403355	158
G000478885	158
G000814825	158
G001552935	158
G900110565	158
G001643775	158
G000023845	158
G001486445	158
G001915265	158
G000436075	158
G000435475	158
G000434775	158
G000023885	158
G000162875	158
G000296445	158
G001437585	159
G000143845	159
G000524335	159
G900111255	159
G900108495	159
G000468755	159
G001457795	159
G900155635	159
G000233535	159
G000159235	159
G000178335	159
G001049775	159
G001562845	159
G000179715	159
G000468855	159
G000174015	159
G001438885	159
G001813205	159
G000411555	159
G000564995	159
G000758945	159
G000565075	159
G000024225	159
G001494635	159
G000752675	159
G001437015	159
G900105895	159
G000468815	159
G000364325	159
G000483125	159
G001552785	159
G900143685	159
G001405375	159
G000169035	159
G000434535	159
G001404695	159
G000821265	159
G000156215	159
G000156175	159
G000225705	159
G000311845	159
G000321165	159
G000195315	159
G001438985	160
G001439005	160
G001437825	160
G001510335	160
G000350145	160
G000348785	160
G001510385	160
G000817085	160
G000817115	160
G000817095	160
G001025035	160
G000455525	160
G000817105	160
G001023575	160
G000745905	160
G000949255	160
G000023265	160
G900128965	160
G000949295	160
G001443565	160
G001311945	160
G000384495	-1
G000420025	161
G000519325	161
G000240225	161
G000424625	161
G000688095	161
G000425945	161
G000423665	161
G000025265	161
G900108055	161
G001029505	161
G000661895	161
G000014185	161
G000297255	162
G000024985	162
G000021685	162
G000744775	162
G000025005	162
G001898225	162
G000018865	162
G000022185	162
G000735195	162
G000516515	162
G000021945	162
G000152145	162
G000017805	162
G000016665	162
G001399705	162
G000018565	162
G001306135	162
G000526415	162
G001914715	163
G001919995	163
G001920235	163
G001915055	163
G001919845	163
G001918255	163
G000702505	163
G001748285	163
G000258425	-1
G000495675	164
G000495695	164
G000495735	164
G000495715	164
G000144915	164
G000317795	164
G000591035	164
G001316065	164
G000011125	164
G001462395	164
G001412615	164
G000015145	164
G000223395	164
G000145985	-1
G000020905	165
G000513855	165
G000231015	165
G001006085	165
G000186365	165
G000092185	165
G000264495	165
G000015945	165
G000092465	165
G001789875	166
G001788095	166
G001789435	166
G001787915	166
G001789715	166
G001790005	166
G001788165	166
G001788235	166
G001789515	166
G001567245	166
G001789725	166
G001789365	166
G001567515	166
G001787945	166
G001789775	166
G001789445	166
G001789955	166
G001789935	166
G001788225	166
G001003305	167
G001003345	167
G001779345	167
G001780895	167
G001779065	167
G001779095	167
G000999165	167
G001000435	167
G000998865	167
G000993445	167
G000998235	167
G001779255	168
G001779115	168
G001779275	168
G001779385	168
G001779265	168
G001779055	168
G000993925	168
G001779135	168
G001871285	168
G001779015	168
G001780955	168
G001779235	168
G001779195	168
G001780865	168
G001793475	169
G001793335	169
G001792425	169
G001793185	169
G001792465	169
G001002415	170
G001002205	170
G001000465	170
G001000205	170
G001002345	170
G001002885	170
G001002785	170
G001002845	170
G001002355	170
G001003385	170
G001821925	171
G001820225	171
G001820325	171
G001820535	171
G001820295	171
G001820405	171
G001822135	171
G001822075	171
G001820445	171
G001820395	171
G001820555	171
G001822155	171
G001820475	171
G001820515	171
G001822165	171
G000992015	171
G001820355	171
G000989435	171
G000989665	171
G001820135	171
G001822005	171
G001820095	171
G001820305	171
G001820115	171
G001821935	171
G001820175	171
G001820145	171
G001817215	172
G001002095	172
G001872485	172
G001001795	172
G001004285	173
G001004435	173
G001822425	173
G001820595	173
G001820685	174
G001820565	174
G001003045	174
G001822325	174
G001822415	174
G000998135	174
G001820775	174
G001822305	174
G001820675	174
G001820635	174
G001820715	174
G001820755	174
G001822385	174
G001822295	174
G001820725	174
G001822375	174
G001822455	174
G001822345	174
G001001625	174
G001822215	174
G001791375	175
G001791245	175
G001791575	175
G001791465	175
G001783645	176
G000998185	176
G001783635	176
G001781935	176
G001783595	176
G001871365	176
G000995845	177
G001824755	177
G000998975	177
G001822975	177
G001823015	177
G001000025	177
G001000185	177
G000999675	177
G000999255	178
G001818855	178
G001001205	178
G001818475	178
G001001425	178
G001818835	178
G001872245	178
G001818445	178
G001818495	178
G000991205	178
G001818365	178
G001818395	178
G001817585	179
G001817495	179
G001817305	179
G001817415	179
G001817345	179
G001817575	179
G001817385	179
G000992395	179
G001817505	179
G000993485	180
G000996245	180
G000992955	180
G001778275	180
G001778235	180
G001778075	180
G001778155	180
G001780315	180
G001817265	180
G001817255	180
G001412365	-1
G001508575	181
G001508335	181
G000742475	-1
G000469665	182
G000388175	182
G001780385	-1
G000493965	183
G000405625	183
G000398305	183
G000398345	183
G001773925	183
G001773915	183
G001775695	183
G002010715	183
G000428885	184
G000242615	184
G000687145	184
G000522445	185
G000522425	185
G001790695	185
G000739535	185
G000739515	185
G001547735	-1
G000404665	186
G000404605	186
G000402115	186
G000494225	186
G000404685	186
G000403075	186
G000404705	186
G000980755	186
G000523275	187
G000021725	187
G000170735	187
G001916165	188
G000433155	188
G001414325	188
G000435575	188
G001916135	188
G000438095	188
G000432755	188
G000433735	188
G001916225	188
G000687695	188
G000518685	188
G000434115	188
G000621985	188
G000702945	188
G900143645	188
G900115365	188
G000018685	188
G900142955	188
G900111595	188
G900112775	188
G001461035	188
G000160035	188
G000154425	188
G000433295	188
G001916305	188
G000436635	188
G000432315	188
G000154245	188
G900110635	188
G000687975	188
G000703065	188
G000687655	188
G000702245	188
G000432475	188
G000431515	188
G000431135	188
G000621905	188
G000332875	188
G000435775	188
G000432215	188
G000154305	188
G000431695	188
G000173975	188
G000403455	188
G000154505	188
G000403475	188
G000156515	188
G000169235	188
G000433215	188
G001916345	188
G000154065	188
G000765215	188
G000155875	188
G001916295	188
G900086725	188
G001049915	188
G001280875	188
G000155205	188
G001312505	188
G000432115	188
G000153925	188
G001487105	188
G000526735	188
G001028025	188
G001404335	188
G001311035	188
G000403295	188
G900142165	188
G000156035	188
G000431655	188
G000209385	188
G000411355	188
G000153905	188
G000436995	188
G000436615	188
G000466565	188
G001404455	188
G000431355	188
G000702025	188
G000157975	188
G000431095	188
G000436935	188
G000373885	188
G000156675	188
G900129135	188
G000425525	188
G000438275	188
G001406335	188
G001915695	188
G000183525	188
G000702845	188
G000173815	188
G000797495	188
G900096945	188
G900141825	188
G900115215	188
G000209815	188
G900104335	188
G900107545	188
G900115355	188
G900109715	188
G000703005	188
G000621865	188
G000702525	188
G000702145	188
G900106615	188
G000160115	188
G001916895	188
G001405615	188
G000020605	188
G000701545	188
G000687515	188
G000225345	188
G000156535	188
G000174195	188
G000403315	188
G000403255	188
G000403845	188
G000364225	188
G001941025	188
G000469345	188
G000270305	188
G900112085	188
G001717135	188
G900113595	188
G000466465	188
G000431875	188
G000732725	188
G000403275	188
G000403495	188
G000434955	188
G000435355	188
G000403335	188
G000403215	188
G000421045	188
G000621425	188
G000687675	188
G900100245	188
G000145035	188
G000621465	188
G000420945	188
G900102515	188
G900112195	188
G000420845	188
G000621605	188
G000622085	188
G000420825	188
G900115735	188
G000421405	188
G000424525	188
G000686965	188
G000424465	188
G000686065	188
G900116865	188
G900101605	188
G000621565	188
G900116875	188
G000420905	188
G000424485	188
G900109475	188
G900104155	188
G000423925	188
G000424385	188
G000703165	188
G000424145	188
G000424265	188
G000424165	188
G000702265	188
G000424585	188
G000424425	188
G000424545	188
G900107575	188
G000431495	188
G900101015	188
G000702085	188
G000702685	188
G000424365	188
G000701625	188
G000622025	188
G000702125	188
G000746015	188
G000621405	188
G001604195	188
G000436475	188
G000436535	188
G000146185	188
G000424105	188
G000155855	188
G000434155	188
G000156015	188
G001915735	188
G000432395	188
G000435595	188
G000153885	188
G000435815	188
G000431895	188
G900141895	188
G000159055	188
G000435655	188
G000189595	188
G000431995	188
G000435795	188
G900100685	188
G900108895	188
G900113155	188
G000438215	188
G000436455	188
G000431175	188
G000371705	188
G000233455	188
G900115855	188
G000155435	188
G000158075	188
G000144625	188
G000732605	188
G000687555	188
G000160095	188
G000235505	188
G900112885	188
G000711825	188
G900101295	188
G000701645	188
G900107835	188
G000424445	188
G900113415	188
G000702885	188
G000238055	188
G000160635	188
G000160135	188
G000209465	188
G000296385	188
G000185385	188
G000235445	188
G000242235	188
G000875945	188
G000171335	189
G002007295	189
G001995005	189
G002007375	189
G002007305	189
G000178835	189
G001311925	189
G001282685	189
G001466305	189
G000436155	189
G000432875	189
G900142265	189
G000436415	189
G000364165	189
G001797235	189
G001795385	189
G001797255	189
G000007645	190
G000245655	190
G001914135	190
G001068545	190
G000308395	190
G000934225	190
G000443975	190
G001814805	190
G000508745	190
G900113395	190
G000186205	190
G001471555	190
G001028645	190
G000332735	190
G001456215	190
G000235645	190
G000009865	190
G000183685	190
G000025085	190
G000010125	190
G000706685	190
G001432245	190
G001902315	190
G000972575	190
G000875895	190
G001074355	190
G000295715	190
G000260275	190
G001500315	190
G001618885	190
G001559115	190
G000185885	190
G001188915	190
G000934465	190
G000816085	190
G000298075	190
G000286395	190
G000286335	190
G000010585	190
G001005905	190
G000330705	190
G000385175	190
G000712035	190
G001265075	190
G900142805	190
G000756715	190
G000425845	190
G900101065	190
G000425825	190
G900110815	190
G000438455	190
G000701685	190
G000173915	190
G000469465	190
G001406595	191
G001543345	191
G001406535	191
G000178255	191
G000798955	191
G000969705	-1
G002011655	192
G002010545	192
G002011535	192
G001796635	192
G001796885	192
G001302685	193
G001303625	193
G001643585	193
G001644275	193
G001789405	194
G001787885	194
G001789695	194
G001788055	194
G001789895	194
G001789675	194
G001789545	194
G001789285	194
G001789635	194
G001789645	194
G001787985	194
G001789745	194
G000990465	194
G000990565	194
G001789855	194
G000990725	194
G000991135	194
G000402875	194
G000990305	194
G000991535	194
G001790045	194
G001790195	194
G001788355	194
G001790115	194
G001790095	194
G001790155	194
G001788305	194
G001873595	194
G001789535	195
G001789795	195
G001790035	195
G001788125	195
G001787965	195
G001789475	195
G001789965	195
G001788045	195
G001789325	195
G001789555	195
G001788195	195
G000990445	195
G001789995	195
G001789805	195
G001793165	196
G001792415	196
G001792535	196
G001792935	196
G001792075	196
G001793255	196
G001792305	196
G001793085	196
G001793005	196
G001792335	196
G001792495	196
G001816585	197
G001816955	197
G001816915	197
G001816575	197
G001823165	198
G001823295	198
G001823235	198
G001823155	198
G001825005	198
G001824985	198
G001003905	198
G001003785	198
G001004055	198
G001873405	199
G001303125	199
G001821455	199
G000398025	199
G001872265	199
G001302985	199
G001823315	199
G001819335	199
G001819295	199
G000992685	199
G001819315	199
G000993375	199
G001819345	199
G001819255	199
G001821575	199
G001824885	199
G001823375	199
G001824925	199
G001003225	199
G001823415	199
G001824395	200
G001824435	200
G001821755	201
G001003085	201
G001819855	201
G001821685	201
G001819905	201
G001821795	201
G001819735	201
G001819815	201
G001819785	201
G001821725	201
G001819875	201
G001780425	202
G001778755	202
G001780605	202
G001778935	202
G001778395	202
G001778655	202
G001780725	202
G000998125	202
G001778415	202
G001002485	202
G001000285	202
G001778465	202
G001780645	202
G001778635	202
G001778615	202
G001778435	202
G001780595	202
G000999145	202
G000999085	202
G001000005	202
G000994865	202
G001001285	202
G000998195	202
G001778955	202
G001780565	202
G001778555	202
G001778875	202
G001000585	202
G001778735	202
G001780445	202
G001780695	202
G001778595	202
G001780515	202
G001820815	202
G001819395	202
G001780475	202
G001780635	202
G001780555	202
G001780415	202
G001780775	202
G001778855	202
G001780495	202
G001778705	202
G001778905	202
G001780705	202
G001780535	202
G001778545	202
G001778665	202
G001778775	202
G001778535	202
G001778975	202
G001822475	202
G000993875	203
G000996035	203
G000995735	203
G000993845	203
G000994355	203
G000997345	203
G001783185	204
G001784395	204
G001784365	204
G001783095	204
G001784355	204
G001782825	204
G001782955	204
G001782875	204
G001784315	204
G001782905	204
G001782895	204
G001782805	204
G001782935	204
G001784325	204
G001783255	204
G001871435	204
G000999365	204
G000998635	204
G001000125	204
G000996965	204
G001871445	204
G001784285	204
G001783045	204
G001783105	204
G001784275	204
G001783065	204
G001784235	204
G001783015	204
G001782965	204
G000990355	204
G001784255	204
G001783035	204
G001783315	204
G001783215	204
G001784435	204
G000992085	204
G001784455	204
G001783135	204
G001791475	204
G000996105	205
G001783145	205
G000996735	205
G001001655	205
G001001925	205
G001782975	205
G001782815	205
G001791415	206
G001791295	206
G001790815	206
G001791555	206
G001791195	206
G001791005	206
G001001705	206
G001001845	206
G001643615	207
G001771235	207
G002011685	207
G001771055	207
G001886815	207
G001304035	207
G002010615	-1
G001304255	208
G001303785	208
G001303225	208
G000980735	209
G000980745	209
G000980765	209
G002010655	210
G002011675	210
G002011635	210
G002010635	210
G002011615	210
G001804785	211
G001803225	211
G001803205	211
G001603055	211
G000170755	211
G001803315	212
G001803285	212
G001803255	212
G001804885	212
G001017655	212
G001872735	213
G001831055	213
G000438015	213
G001604585	213
G000382685	213
G000383755	213
G000382665	213
G000025905	213
G001439535	213
G000242935	213
G000171235	213
G000972765	213
G001580015	213
G000019965	213
G001746835	213
G000155695	213
G001778315	-1
G001830315	214
G001825655	214
G001825635	214
G001824485	214
G001828645	214
G001828635	214
G001828535	214
G000296795	214
G000949635	214
G001830285	214
G000315095	214
G001723765	214
